merchant_id,tax_registration,merchant_name,mobile_no,start_date,email,address,state,country,pincode,description,longlat
777,"4b624b9b-968b-40e2-8518-a8cc4684bd2c","Kenneth Rowe LLP",915854728,"1993-01-06 00:39:04","776_Josephine@yahoo.com","6860 Cool Hills Trace","ca","us",333574,"","-90.09 : 36.78"
778,"5e3847fb-cf32-4b10-9d93-742964ce7395","William White Inc",993987411,"1981-05-05 13:30:52","777_Lisa@hotmail.com","77749 Small Mill Shoal","ca","in",908603,"why that you ball mystery you doing for line","-80.20 : 25.77"
779,"ee3d80bb-1e76-49ee-9e9f-74f99c139458","Mitch Camacho LLP",940373380,"1999-11-21 15:35:27","778_Jeffrey@gmail.com","18361 Twin Forest Court","fl","jp",335289,"what's","-86.79 : 38.66"
780,"c737d562-792f-441d-996e-9232bb550726","Jeffrey Grady Inc",958726176,"1999-09-13 08:09:28","779_Mary@gmail.com","1534 Birch Cider Falls","ga","fr",481074,"reason it duco it's ladies if charges i hilarious","-96.88 : 33.84"
781,"d0d628fe-82c7-4cde-b49f-3a9afeed6601","Kenny Lo Inc",975602493,"1984-05-05 12:30:16","780_Joseph@gmail.com","49336 Iron Pioneer Glade","il","us",229413,"jerk as have now aah so scared blows giving friends younger other murder simpsons date i with","-84.98 : 44.96"
782,"6f17a807-fdf0-4350-b1c6-8a6b4d45cc37","Hilda Thomson Store",982244541,"1992-08-16 11:31:03","781_George@yahoo.com","22434 Merry Turtle Way","oh","mx",523644,"look give","-93.79 : 32.47"
783,"d582ce30-bab7-46ba-8006-22be188220c2","Larry Chinn Inc",902871423,"1988-08-04 14:09:52","782_Ione@gmail.com","18743 Burning Embers Edge","la","ko",385946,"you where gasps bart's typing go you will right hello hard remember was begins together","-89.50 : 36.07"
784,"b236b4b7-3a46-4f35-9f67-2cc35af1686b","Andrew Warren Inc",972096983,"1992-08-11 14:09:42","783_Avelina@hotmail.com","17217 Dusty Hills Saunter","wy","in",158517,"find","-99.74 : 36.61"
785,"f288ad1b-4bc4-4614-8c01-f226b5a70a08","Rhonda Tong Inc",952597157,"1980-01-01 23:41:40","784_Melanie@gmail.com","6 Calm Pebble Round","tx","jp",108878,"same","-93.96 : 44.73"
786,"a86dcd42-e8cd-4202-b253-e9455b915ba4","Richard Ferland Inc",917161755,"1999-02-19 04:39:34","785_Daniel@gmail.com","136 Square Pumpkin Manor","wa","in",937072,"","-91.11 : 42.54"
787,"de22a967-5e8a-4a79-af91-dee7bc1fd97e","Bobby Martinez LLP",984049453,"1984-03-09 01:05:47","786_Vincent@gmail.com","1823 Pearl Harbor Highlands","ca","in",949033,"i'd i you don't for this longer i've","-77.40 : 36.94"
788,"cea3557b-eabb-4fa7-9839-58d246532013","Darlene Mccartney Inc",948741855,"1994-12-12 23:41:09","787_James@gmail.com","37099 Noble Spring Glen","ny","jp",791249,"good clerk done grampa so the i'd build dear fire of it","-93.62 : 42.02"
789,"1a18bab2-9817-48c7-91b1-333f2fc4b8bb","William Harper Inc",978778324,"1984-02-19 05:47:30","788_David@hotmail.com","52645 Heather Pond Ledge","ca","jp",338491,"family a comes bart to","0.00 : 0.00"
790,"363da772-b0f6-4117-b231-291b3a230c7f","Ashley Thomas Inc",915228112,"1992-04-08 06:33:27","789_Michael@hotmail.com","7816 Cool Creek Valley","tx","br",624473,"","-157.85 : 21.30"
791,"32828eeb-2576-49e1-9337-39ae9c23f32b","Tom Stevenson Inc",933360549,"1986-12-13 13:31:30","790_Betty@gmail.com","3271 Old Wagon Glen","la","in",485585,"my old why toy and should life you homer a too other no the for very know is with start out so","-93.76 : 44.62"
792,"989902f1-c8c3-4d99-91de-07df93ff64d3","Jeffery Aquino LLP",944494112,"1985-08-16 06:04:41","791_Nancy@gmail.com","6576 Auburn Oak Ledge","ny","uk",747037,"go","-98.77 : 31.92"
793,"89135df5-c6ea-40d5-9d87-2e61c704623b","Tanya Phillips Inc",967208247,"1990-01-01 04:04:19","792_James@gmail.com","83740 Pleasant Feather Round","fl","br",549276,"over box favor give into apple you support","-78.83 : 39.89"
794,"664f2435-abfa-4734-8c8e-6968f0f044ea","Ken Brown Inc",905722660,"1982-02-19 23:58:58","793_Bret@gmail.com","32222 Square Pebble Swale","mi","in",720968,"flash up gonna cameras","-80.25 : 40.45"
795,"44ac2a79-ca44-4aa2-b6bb-31be1cdfe1c9","Annie Davis LLP",956094802,"1983-01-31 16:42:40","794_David@gmail.com","67889 Fallen Cider Haven","ca","us",534256,"let's little i'd why time list have like shut","-120.17 : 38.56"
796,"f783ddee-a053-4670-b229-4641f9e1519e","Robert Kinard Inc",933733950,"1999-09-14 11:39:25","795_Sherrie@gmail.com","20939 Birch Oak Bayou","nj","in",672739,"i shopping not laughing bullies they","-92.93 : 39.43"
797,"512cec0b-fc9d-4764-96ac-78450a8b58cb","Charles Mcinturff Inc",950964703,"1985-04-05 04:12:33","796_Clifford@gmail.com","1639 Thunder Timber Manor","sc","jp",647657,"me program queen you i i i if well never than a bet sighs","-77.57 : 40.59"
798,"d6cb527a-3e22-4027-bd78-2c3aa2c65c0f","Wanda Grant Inc",923562607,"1996-01-26 17:24:36","797_Cassandra@gmail.com","47629 Blue Fox Lace","tx","uk",115971,"cast singing on told","-75.92 : 40.33"
799,"9ed45e80-ab38-4d42-b2c0-33b3330c223e","Rick Ledesma LLP",909990722,"1985-06-16 22:35:20","798_Jeanette@yahoo.com","11565 Crystal Wagon Road","nc","mx",755681,"the there's negligence as sorry can a i town our you like the","-122.40 : 37.79"
800,"cadba85d-237b-421b-b484-3e9f5dec6331","Chester Payne Inc",891603655,"1985-01-16 13:17:55","799_Amy@gmail.com","844 Hidden Castle Bayou","nv","us",350946,"uncle echoing vacation cigarettes more","-89.94 : 42.45"
801,"9831728f-de51-4400-b1e5-f151b650e252","Ida Cano LLP",980782849,"1987-06-04 02:02:10","800_Frances@hotmail.com","14365 Middle Fawn Acres","il","ru",289979,"when glasses playing oh honor this ah character about too as you like screeching newspaper have all my like over","-78.82 : 43.31"
802,"af555605-0ed7-4833-80df-01b3b65c9f99","Cesar Gillison Store",915099313,"1986-08-06 10:54:16","801_Shauna@gmail.com","19885 Cold Stone Quay","mi","de",345294,"this on a the","-81.36 : 41.14"
803,"a2f89ba7-66ae-45eb-a3d6-69a1296613d4","Thomas Crass Inc",889692589,"1986-01-22 05:43:52","802_Barbara@gmail.com","4908 Sunny Bluff Run","ky","us",523266,"","-86.62 : 39.23"
804,"61c260bc-b2a5-4c32-8f3a-0d738b078589","Julia Belanger Store",915452688,"1993-11-17 01:49:10","803_Marci@yahoo.com","91396 Gentle Cider Farms","nm","us",588368,"cheering now um i fortin","-76.87 : 43.08"
805,"403a7710-04d9-4b16-b584-fd255b0cd9dc","Flora Maxwell Inc",904134789,"1998-09-07 04:43:49","804_Gerald@gmail.com","7263 Windy Butternut Lace","ca","de",303142,"with die we","-83.85 : 33.60"
806,"68be2aed-cbd7-4ff8-9048-038a6649e93a","Frances Jacob Inc",912938071,"1997-04-07 00:00:13","805_Fanny@gmail.com","13549 Fallen Bluff Gate","ca","us",577354,"it's suppose like rtgs morning the guilty i'll and it","-75.23 : 43.10"
807,"4cc08845-8ea9-4ed0-a36d-5a8efc94e1b8","Ida Williams LLP",888619494,"1993-02-14 13:40:02","806_Buena@gmail.com","19842 Ivory Holly Villa","il","us",624839,"which to dancing a","-82.43 : 38.41"
808,"8744ad9b-8e94-41a4-9f2e-648efc86b169","Clayton Jones Inc",908556474,"1998-05-09 16:10:53","807_Christine@yahoo.com","6464 Sunny Flower Bayou","tn","jp",437486,"your homer why a to can away","-96.10 : 33.11"
809,"fff80690-41c1-47fa-8702-0a0f06c06117","Nathan Maurice Inc",895956099,"1984-03-10 14:28:26","808_Jay@hotmail.com","19556 Umber Stone Hollow","nc","in",820772,"man feel to","-97.87 : 42.60"
810,"00b1391f-302b-406c-9e09-2085f743c424","Dale Harris Inc",957289248,"1990-07-04 07:10:06","809_David@yahoo.com","80025 Colonial Log Crest","az","us",941636,"","-97.49 : 45.49"
811,"9811f7e8-7034-42ce-869a-d9f7818b7c7a","Joanna Cusumano Inc",886366882,"1988-05-18 09:40:44","810_Jose@gmail.com","1520 Bent Dove Grove","tx","jp",528898,"school are take maniac down hey starts he find huh","-72.26 : 44.69"
812,"e23a1922-fa58-4709-ba61-fe94c2b919d6","Ammie Garvey Inc",905367149,"1988-06-16 17:55:44","811_Ann@gmail.com","2544 Rocky Butterfly Haven","ny","mx",206721,"is to those kids money to kick regular over employess me when homer sorry first screams well that and be it joe down for to welcome acap all","-92.46 : 41.32"
813,"621b1508-fb69-4890-bb9c-6894cc2ea1d8","Jacob Moore Inc",920857008,"1984-01-11 09:38:48","812_Mary@yahoo.com","51472 Harvest Pine Orchard","pa","in",655004,"daily sacred let for","-86.64 : 39.85"
814,"87f7b7da-dc48-4f92-b97e-3805f04d2292","Patricia Ybarra Inc",932909530,"1991-12-10 21:53:44","813_Betty@yahoo.com","85231 Colonial Butternut Lane","co","jp",401627,"","-135.43 : 58.08"
815,"b60532d0-019e-4e9e-8eb7-474ac4dda391","Brittany Wilson Inc",887121001,"1983-02-17 08:12:59","814_Freddie@yahoo.com","33161 Square Lamb Pass","ca","us",382304,"","-83.02 : 42.62"
816,"b5031c89-3788-4eba-b13d-e27deb51e99d","Shannon May LLP",923970550,"1986-02-08 19:51:33","815_Carl@hotmail.com","22705 Twin Feather Wander","ca","us",612277,"cool","-78.61 : 39.44"
817,"062f2ce0-275b-4beb-901c-72f02ddb9f96","Nigel Perez Inc",910600568,"1995-05-06 11:43:08","816_Patricia@gmail.com","23810 Quiet Berry Promenade","ny","br",290403,"either love i a over squeal my","-94.93 : 45.23"
818,"c330e133-bcb8-4751-9a34-057ba4baa33e","Joe Dickens LLP",947848192,"1986-09-27 13:40:32","817_Scott@gmail.com","43568 Round Quail Turn","nv","jp",495952,"grab the","-105.97 : 36.15"
819,"b9278d73-b8f4-41ea-b5e5-1d6b63bdfed6","Archie Tober Inc",960049292,"1993-07-17 07:16:14","818_Louise@yahoo.com","17609 Sandy Axe Niche","or","de",975616,"all meaningless here who need i","-87.05 : 36.10"
820,"8ea2fb9f-837d-4831-942b-771498b190ca","Stanley Keiper Inc",887985044,"1995-10-05 14:47:18","819_Helen@hotmail.com","62490 Windy Barn View","fl","us",619160,"kanga out worked life i ah","-115.11 : 36.00"
821,"d8716e7a-c46c-4422-8d47-048d2f6718ec","Lisa Garcia Inc",985184522,"1980-06-07 05:29:14","820_Jennifer@gmail.com","6993 Turning Acorn Hollow","tx","br",314912,"","-117.96 : 34.08"
822,"171cf591-4537-4807-a895-dbef2c3266eb","Edward Bonner LLP",916591012,"1983-04-09 22:47:28","821_Gary@hotmail.com","37181 Colonial Dale Road","tx","us",150523,"you school i think other to many how maggie's i the different hair more marge now with hands more i english you","-117.11 : 32.69"
823,"d93a4ff9-5246-4031-959d-d22f099b4806","Jenna Chapman Inc",989210330,"1990-10-03 14:10:08","822_Paula@gmail.com","26101 Dusty Berry Gardens","va","us",577335,"my to kids hunter parents theremin to one out your to you","-97.89 : 41.07"
824,"3bf37046-5068-443b-8688-667b0b55a230","Lola Cross Inc",990221353,"1991-01-09 12:29:53","823_Beulah@hotmail.com","19163 Big Axe Rove","wa","in",112944,"husband sangh","-74.76 : 41.85"
825,"c972dfa6-283b-4dd9-b546-418c26597919","Ann Parham Inc",915806052,"1988-10-11 14:32:07","824_Theresa@hotmail.com","30306 Orange Axe Villa","ca","de",501661,"hey","-98.65 : 34.42"
826,"32d90f30-a62d-4012-b939-3176890d75db","Barbara Downing Inc",952748557,"1988-09-01 06:54:04","825_Misty@gmail.com","35750 Bent Butterfly Stroll","nc","us",845315,"oh doesn't of","-71.52 : 41.47"
827,"dddbedc0-6b8d-4380-8f75-05e0bf928443","Ryan Mackey Inc",948073098,"1981-04-28 02:41:03","826_Jeffrey@yahoo.com","52951 Quaint Prairie Quay","ny","fr",264661,"was one the think on top you things me cup gentle","-95.66 : 35.12"
828,"3cf025f4-e166-4ae1-81a1-51a350f540e6","John Eversole Inc",944529652,"1988-08-15 01:45:13","827_Mildred@yahoo.com","75328 Red Rock Byway","ca","in",472437,"me me i'm","-81.04 : 24.72"
829,"d9940b2d-fe2a-45e2-a381-ae4351b8d981","Ann Hildreth Inc",894348668,"1993-05-10 15:46:14","828_Mary@hotmail.com","73287 Thunder Log Ramble","nh","us",117604,"you his","0.00 : 0.00"
830,"dba9c5a1-5ade-48da-9483-fac339c0b557","Thomas Weaver Inc",888544554,"1984-08-22 19:27:51","829_Anita@hotmail.com","9663 Pretty View Swale","al","in",573780,"up barely the want get principal near","-81.89 : 29.61"
831,"a6c98cd7-5255-4095-a068-02c0552c4d92","John Cuellar Inc",895132021,"1991-02-11 10:48:12","830_Leroy@gmail.com","74671 Iron Blossom Rove","fl","mx",252265,"to hey of what","-86.97 : 34.92"
832,"2f580531-3507-40fe-a9e6-53d615101dc6","Olive Prescott Inc",958021557,"1984-08-16 13:17:27","831_Amy@gmail.com","5482 Sandy Prairie Glade","al","us",805046,"know we'll and you no follow ow beer a","-73.92 : 42.80"
833,"0fa7f049-77e5-4e9e-8b8a-96b9c5fc132b","Steven Hearn Inc",947446159,"1989-08-07 15:36:15","832_Winfred@gmail.com","386 Velvet Diamond Edge","ia","ru",273629,"","-104.52 : 33.37"
834,"e732a146-fec5-4886-8ec7-d694c6336d2c","Amanda Foss Inc",908205170,"1997-08-26 07:39:22","833_Vicky@yahoo.com","72932 Small Hills Lagoon","ca","in",886355,"no hundreds me paid what magazine","-92.66 : 46.28"
835,"27a6dd85-6d6c-4516-9ce6-8c7fdc1b2c5c","Rosalie Beyer Inc",950602885,"1994-03-16 12:46:37","834_April@hotmail.com","8734 Windy Rise Jetty","va","us",447148,"of in","-97.88 : 40.88"
836,"05224f1e-c5dd-4bcb-be26-562f2ef604ef","Vito Tudor LLP",971205479,"1981-01-21 10:08:01","835_Joseph@hotmail.com","61800 Sweet Swan Cove","ca","us",375150,"oh oh him","-121.98 : 37.33"
837,"2d4c4228-ea03-43aa-bc9a-c62e5931e042","Paul Ratliff Inc",904808458,"1999-07-16 01:09:11","836_Raul@gmail.com","1919 Quiet Fawn Valley","pa","de",855524,"little","-87.85 : 36.62"
838,"d2385ed7-40f8-4dbd-a5ce-094206295d2a","Christopher Fleetwood Inc",913943890,"1989-10-30 10:57:18","837_Belinda@hotmail.com","78032 Old Prairie Bank","ny","br",397021,"right a prince","-80.34 : 42.01"
839,"847a41c1-533e-4d18-8016-ffc6faf100ef","Anna Robertson Inc",880762028,"1981-04-12 13:18:49","838_Karl@gmail.com","30966 Rustic Beacon Valley","ct","jp",768532,"i'm oh turn you well your your & getting japanese trueblood","-118.56 : 34.38"
840,"7a8588ea-1d04-40c4-b418-331d018cfb42","Carol Abel LLP",956088973,"1992-01-25 07:44:18","839_Melissa@hotmail.com","16211 Lost Horse Valley","nc","us",711326,"marge","-84.38 : 43.67"
841,"a6c4f76e-e171-4aa6-be58-8e8ff1720d97","Manuel Iverson Inc",905952384,"1999-12-23 20:01:54","840_Lowell@yahoo.com","51744 Cozy Flower Valley","fl","de",336271,"","-118.98 : 35.39"
842,"7b4c02e2-0c7c-489a-8f10-4834e22662a6","Jeffrey Ley LLP",966269836,"1983-09-21 18:25:56","841_Jose@gmail.com","80681 Strong Fox Knoll","mn","in",904805,"the get i bye i very you're off some","-77.03 : 38.89"
843,"4b4b44b9-dbaa-4d47-baba-c1afbd017cfc","Shawn Kiefer Inc",987975344,"1996-04-10 19:36:16","842_Arlene@hotmail.com","11491 Quiet Diamond Isle","ny","in",938700,"besides","-84.88 : 39.82"
844,"148e375c-7ec5-4f9c-8721-a9e5915bebe6","Jane Fanning Inc",935521929,"1987-07-10 02:01:22","843_Susan@yahoo.com","86776 Cold Branch Terrace","md","jp",476549,"audience in question walking them this excuse","-81.65 : 29.64"
845,"8f6929b2-a899-43d0-80a1-2004e5eebc1c","Bradley Stern Inc",996507448,"1984-07-05 06:42:38","844_Dorothy@yahoo.com","29627 Hazy Harbor Cut","nc","br",949178,"in oh el butt what's america all like you get interested was penny all of stop a you're would","-77.69 : 39.11"
846,"59fcbd45-94f0-490c-9e8b-556b2c71adf7","Patty Rogers LLP",885989911,"1991-12-27 12:56:31","845_Maria@yahoo.com","99299 Merry Feather Crest","nj","br",941739,"maggie into","-81.45 : 37.93"
847,"0e91624e-526a-4aa0-8631-ff497fe7ad19","Gary Collins Inc",902942459,"1988-08-13 02:22:33","846_Aurea@hotmail.com","7725 Quaint Butterfly Court","tx","us",690721,"","-103.42 : 43.89"
848,"fe836a4f-1dba-42ef-95d3-22205d9fe5c5","Sandra Chow Inc",976947683,"1988-08-18 04:06:16","847_Joyce@yahoo.com","57931 Middle Pine Trace","nj","us",420538,"that got highly know family i wants his be these in","-80.06 : 32.90"
849,"ceef44ff-3580-4461-b314-3067093bb268","William Lee Inc",912124058,"1996-10-01 21:20:11","848_Katherine@gmail.com","52877 Bent Turtle Bayou","ca","fr",359706,"haw nerd we're i your a onus next one uh lots on poplars","-80.80 : 36.91"
850,"146e9cb4-e6f6-47b9-b0cb-6af6e41e87fb","Dorothy Gonzales Inc",893025067,"1987-03-22 02:26:41","849_Sharon@hotmail.com","62703 Dusty Forest Chase","nc","jp",963726,"bart keep her soldier up to but i the you summer","-114.21 : 35.39"
851,"e3611e94-5d65-4fa0-ae2f-bd16b164923e","Teresa Sparks Inc",905410776,"1990-11-20 01:12:26","850_Leah@gmail.com","61278 Misty Nectar Arbor","ga","us",439478,"toba your","-84.97 : 38.55"
852,"6197182f-3d1a-42fd-a819-3f378971e90f","Jessica Petit Inc",916917430,"1996-12-12 01:17:23","851_Jung@hotmail.com","47700 Umber Creek Turn","fl","jp",384241,"still up it to long little right for made steak favorite to i but up heard whining","-112.45 : 42.86"
853,"0f268753-944c-4f92-aa47-f2c071a1be38","Stephanie Strother Inc",937728820,"1993-09-25 18:13:23","852_Debbie@gmail.com","48555 Indian Lake Quay","ny","br",447860,"pal in","-73.79 : 40.59"
854,"96741237-e437-4285-8b11-767cc040a791","Terry Heilman Store",921006255,"1992-10-06 19:54:46","853_James@yahoo.com","22941 Heather Crow Quay","nc","us",312179,"you be","-81.80 : 35.23"
855,"7d856d54-3078-4191-87cb-368f3a8ccb4a","Tom Mccutchen Inc",985091294,"1991-07-23 06:59:34","854_James@gmail.com","55384 Rustic Harbor Haven","nj","uk",501820,"zero can mmm","-77.34 : 38.95"
856,"4fa0497f-7f12-4361-9bb2-43ecba4344b4","Eleonore Bond Inc",996977693,"1982-11-08 02:08:22","855_Dawn@yahoo.com","11022 Cool Barn Dell","ca","uk",686051,"boy the sir i'd we'll four see you know remembered just good hear chief all you're","-67.06 : 18.15"
857,"64ebd021-13f1-4161-bf7f-5ed42a9425ea","Jerry Moore Store",891673755,"1993-07-05 11:09:12","856_Jonathan@yahoo.com","3447 Pied Mill Trek","ca","ko",196068,"i the nuria","-82.33 : 29.88"
858,"c68844ab-32ff-41ae-b34d-24b845b2171e","Robin Chiu LLP",883579113,"1994-08-08 07:26:40","857_Ashley@yahoo.com","37670 Crimson Stone Ledge","ca","us",415004,"i'll and that","-86.88 : 41.43"
859,"d2f3698c-469e-4681-a694-8d9cb77b4e7d","Kristina Ruffin Inc",892279872,"1992-01-24 03:55:41","858_Patrick@gmail.com","76948 Dusty Goat Trek","ga","in",848606,"fear knew you about of to year on have on know i uh-huh never okay so some this i'm","-80.08 : 42.12"
860,"0edd1454-4855-427a-be21-45d4413683ed","Ruby Robbins Inc",969177347,"1990-05-15 22:38:33","859_Casey@gmail.com","75327 Quaking Fox Terrace","tx","us",475115,"","-96.03 : 40.66"
861,"c267bfd0-c4ed-401e-94f9-c894a89e2a02","Josephine Siefert Inc",971923505,"1988-04-04 22:14:47","860_Jimmy@yahoo.com","29956 Bent Pebble Valley","fl","in",678821,"","-89.38 : 43.07"
862,"a648343f-a1b4-4da3-961a-bcf6e610aa0a","Matthew Beasley Store",914983921,"1991-12-25 11:25:08","861_Scott@gmail.com","18042 Rustic Elk Trace","mi","jp",783953,"baby and right","-120.88 : 46.78"
863,"57465cec-0e78-4627-9068-ca1ef4ff32fe","William Dasher Inc",898492585,"1989-05-17 09:22:30","862_Raymond@yahoo.com","742 Happy Dove Arbor","il","jp",257066,"to i'm little sick are got","-82.37 : 27.84"
864,"81fa67d9-a63e-4e01-8abe-30d3ad1aebb2","Carmella Groves Inc",989503821,"1998-01-10 12:46:20","863_Daniel@gmail.com","46126 Hidden Oak Bayou","tx","br",344230,"go care be and the attitude writers","-117.48 : 34.42"
865,"c3e4273c-3c59-4f09-9bb5-c7af1f5e96a7","Norma Sweeney LLP",967376087,"1987-08-26 10:47:58","864_Sonya@hotmail.com","1537 Grand Maple Drive","md","us",867821,"the we all i to other leave to dad happening this","-115.33 : 37.72"
866,"1548adf6-ceb6-4852-ab64-cc98bad90242","Cynthia Monahan Inc",984136644,"1996-07-22 06:00:45","865_Angela@gmail.com","47693 Cozy Pioneer Lane","pa","us",674969,"","-120.57 : 38.74"
867,"ff321758-c69d-44f5-b6ef-29679ffa8a55","Vicki Arnold Inc",886810471,"1998-01-10 01:23:25","866_Bradford@yahoo.com","72907 Windy Lamb Corner","tx","us",647584,"","-97.07 : 36.13"
868,"8cdfa7cb-813a-4cbe-993a-9aa8c3108842","Harry Shepherd Inc",954350678,"1984-03-09 03:12:32","867_Benny@hotmail.com","73496 Cotton Shadow Niche","nj","us",364569,"a hey frightened this sarsaparilla we choice well is such today","-94.79 : 29.30"
869,"63c6c732-07b9-4528-a0f5-6efbb7676525","Deborah Richardson LLP",908876804,"1983-11-11 02:08:47","868_James@yahoo.com","3942 Hidden Cottage Edge","ny","us",619619,"i makes","-80.70 : 38.57"
870,"8e670f29-8d65-4f0c-ab1e-a2975bc525b6","Maybelle Brown Inc",952260554,"1990-04-19 04:27:34","869_Joanna@yahoo.com","42066 Honey Fawn Niche","ne","ru",636788,"oh corum","-122.64 : 45.54"
871,"5319966b-2c37-4943-998a-bdbf9c6849ef","Brandy Peach Inc",916968283,"1987-09-05 15:37:16","870_Kristine@gmail.com","44206 Calm Gate Cove","il","fr",334798,"his","-76.49 : 41.41"
872,"b3fc17fc-1952-4959-8460-6663141acaa1","Michael Bonin LLP",990503906,"1992-10-12 11:24:34","871_Eva@gmail.com","7631 Stony Pond Highlands","nj","jp",203156,"me in it isotopes part rage i and","-84.04 : 36.12"
873,"957f5ff6-d045-47ca-8885-d40e18176d6b","Judy Gaston Inc",893058492,"1988-08-22 01:07:45","872_Bessie@yahoo.com","159 Cozy Grove Road","de","in",110080,"saved hot we me","-73.92 : 44.72"
874,"10f2d904-815b-4399-89d4-9af813d4a3da","Kathleen Jones Inc",904651110,"1982-01-19 16:31:33","873_John@hotmail.com","1847 Silver Snake Stroll","tx","ko",987447,"right girls now bart down young game issue chance you my horns my or","-97.74 : 30.26"
875,"e737fcf0-9cd9-466d-a4ad-5de01c3f449f","Clarence Stokes LLP",965578011,"1991-07-08 20:36:20","874_Tim@gmail.com","9 Misty Bluff Haven","mn","in",866906,"which it comes mean i in mayor maggie get","-81.26 : 40.83"
876,"c91417d2-d702-45a1-b27e-37e5f627b613","Linda Tsang Store",904079213,"1984-12-11 06:55:56","875_Janet@gmail.com","23 Round Crow Swale","ny","in",129172,"day you feel all","-115.12 : 36.17"
877,"b27710be-d6a0-4805-ae15-e6aac7c4278c","Thelma Howard Inc",973304528,"1987-12-28 13:08:16","876_Darren@gmail.com","3145 Auburn Rabbit Shoal","nm","us",938902,"simpson tell only it take how can the","-69.38 : 44.77"
878,"f84e1406-c11b-4c89-a192-3a5c54a44b27","John Fowler Inc",997569461,"1991-01-24 19:37:13","877_Bennie@hotmail.com","3651 Hazy Chestnut Highlands","pa","mx",371127,"a is buckingham motorcycle likes driving have","-83.03 : 38.76"
879,"9709da69-e286-418e-abae-e47948a83419","America Hasting Inc",955857325,"1994-02-21 04:20:04","878_Michael@hotmail.com","29299 Velvet Branch Point","or","jp",655298,"nice hear what's have frog my anywhere us go the","-121.89 : 37.34"
880,"45cc2dc8-5ec4-48a5-b070-b7698f519da4","Mary Davis Inc",985469339,"1987-09-07 08:33:25","879_Evelyn@gmail.com","15309 White Bird Round","wa","br",859965,"hmm she's it together sun window your","-112.02 : 41.11"
881,"074f0737-323a-45d0-b2e3-98498ac97d3f","Dawn Webb LLP",904925244,"1991-11-17 21:54:01","880_Joyce@yahoo.com","90713 Hidden Oak Bend","ca","fr",390451,"can","-92.78 : 37.55"
882,"cde28384-01bd-454c-9e16-1974bbfb6e99","Margaret Jorgensen LLP",987591224,"1987-01-09 07:41:15","881_Heather@yahoo.com","461 Turning Zephyr Pace","nc","jp",947796,"know bad rats become and","-97.12 : 32.69"
883,"e0e4c28a-0f61-4647-b811-bfac223cd277","Leo Schoen Inc",899183021,"1992-11-08 15:55:04","882_Terese@yahoo.com","54214 Cozy Fawn Valley","al","us",548236,"her your single in baby their we've whole study","-76.73 : 39.96"
884,"f96fe2ea-91ee-4466-bdc5-a4f9e26171a2","Pablo Williams LLP",922951486,"1990-07-03 23:27:29","883_Garrett@yahoo.com","42563 Cool Forest Bluff","wi","br",936117,"know memories always lincoln twist we your i've transfigured realized taxi no","-95.33 : 39.41"
885,"aafc7efd-19c2-422d-be16-53992855ab61","Larry Vanhorn Store",880797041,"1991-07-13 09:22:35","884_Mark@gmail.com","398 Ivory Diamond Turn","nv","br",107747,"are if over good it that this bet schools","-77.65 : 42.81"
886,"2289a925-d55c-46ed-bbe1-a0874bb4bb31","Paula Schisler Inc",916924553,"1987-03-08 07:36:03","885_James@gmail.com","195 Square Blossom Vale","vt","ru",613999,"so to some this got smithers yeah an site marge for health then find","-75.61 : 38.64"
887,"b5eb34bd-9483-40e9-9d6e-d091274603b6","Marcos Ickes Inc",888781430,"1990-11-28 02:02:52","886_James@gmail.com","29261 Emerald Sky Knoll","in","jp",639381,"hey jerks school meeting hard","-92.14 : 32.51"
888,"ecb26e5a-bbd1-49e2-bc26-bbf763d79d1f","Gwendolyn Thigpen Inc",889045513,"1998-05-05 12:51:42","887_Shana@gmail.com","77944 Golden Willow Niche","ca","in",925559,"","-75.87 : 43.04"
889,"1c901125-6c7a-441f-ad32-c3f7d2073370","Richard Golden Inc",993405375,"1990-03-06 05:25:42","888_Marion@hotmail.com","1394 Cold Nest Bayou","ga","ru",806138,"i'd field a present gonna been dumb dad collection in","-76.92 : 37.72"
890,"35c59865-e64f-49fd-a838-92ec98689d73","Diana Copple Inc",971057334,"1997-04-03 03:41:26","889_Jimmie@gmail.com","77480 Grand Forest Avenue","va","in",579762,"i mount come it to","-82.30 : 28.07"
891,"01cad39e-1dd0-4d22-8b37-9ab2512f0f38","Ryan Jackson Inc",908215615,"1990-04-05 15:49:28","890_James@hotmail.com","49753 Lonely Elk Field","tx","us",547564,"my","-117.14 : 32.65"
892,"d36730d0-963c-4bab-ad91-66938f017371","Ida Craft Inc",978992572,"1999-10-28 00:32:57","891_Lillian@hotmail.com","53905 Cool Autumn Cove","fl","ru",398259,"to chef aromatic name she's tell get marge ever is life picture evening","-108.57 : 45.76"
893,"efb653b5-be3b-4224-9f17-ecfcd9b2dd10","Deborah Jackson Inc",996826137,"1983-06-12 13:55:03","892_Gabrielle@gmail.com","2455 Middle Bridge Crest","ma","jp",810811,"the was past this is killed this have as mood dead ooh i'd its","-97.74 : 30.26"
894,"a2689a14-d16b-4166-94d6-6a94af7f36e7","Jacqueline Savage Inc",967029569,"1980-04-29 14:10:28","893_Robert@yahoo.com","828 High Swan Quay","in","ru",437806,"two both i night kiss yo know i the of like may of thinking siren","-95.38 : 29.76"
